Date,Location,MaxTemp,MinTemp,Precipitation,WindSpeed,WeatherCondition
2023-01-17,Philadelphia,15.0,-8.7,0.0,24.0,Windy
2023-01-17,San Antonio,0.3,-14.5,0.0,15.5,Snowy
2023-01-17,San Diego,37.9,14.8,0.0,44.7,Snowy
2023-01-17,Dallas,-5.7,-9.2,0.0,36.7,Cloudy
2023-01-17,San Jose,23.4,16.2,0.0,31.7,Snowy
2023-01-18,New York,26.6,2.3,0.0,50.5,Snowy
2023-01-18,Los Angeles,8.4,-7.4,0.7,28.9,Snowy
2023-01-18,Chicago,33.1,-2.9,0.0,2.1,Sunny
2023-01-18,Houston,40.4,30.2,0.0,55.3,Sunny
2023-01-18,Phoenix,25.7,-0.3,0.0,54.6,Rainy
2023-01-18,Philadelphia,12.9,9.9,0.0,43.4,Windy
2023-01-18,San Antonio,30.7,2.0,0.0,23.4,Cloudy
2023-01-18,San Diego,-1.9,-8.0,6.4,24.4,Snowy
2023-01-18,Dallas,5.9,-3.9,87.0,17.1,Snowy
2023-01-18,San Jose,27.3,-7.1,0.0,59.8,Rainy
2023-01-19,New York,29.9,14.4,0.0,26.2,Sunny
2023-01-19,Los Angeles,-0.2,-9.7,27.4,42.7,Windy
2023-01-19,Chicago,24.5,4.1,18.0,16.3,Windy
2023-01-19,Houston,17.0,-13.0,0.0,34.1,Rainy
2023-01-19,Phoenix,32.8,30.5,36.7,55.6,Cloudy
2023-01-19,Philadelphia,3.8,-8.6,0.0,21.8,Rainy
2023-01-19,San Antonio,0.5,-0.1,26.8,21.8,Windy
2023-01-19,San Diego,6.0,-1.5,0.0,2.2,Rainy
2023-01-19,Dallas,-3.2,-3.4,0.0,2.6,Rainy
2023-01-19,San Jose,15.2,-2.5,0.0,12.1,Cloudy
2023-01-20,New York,26.1,16.6,34.9,35.3,Snowy
2023-01-20,Los Angeles,9.5,1.7,0.0,25.2,Cloudy
2023-01-20,Chicago,42.1,-4.2,13.5,37.9,Snowy
2023-01-20,Houston,2.7,1.7,0.0,4.6,Snowy
2023-01-20,Phoenix,14.3,-7.8,0.0,26.6,Snowy
2023-01-20,Philadelphia,29.5,24.1,0.0,51.0,Rainy
2023-01-20,San Antonio,0.7,-2.7,12.6,16.7,Rainy
2023-01-20,San Diego,35.1,0.9,58.8,41.6,Snowy
2023-01-20,Dallas,27.7,-1.6,0.0,14.4,Cloudy
2023-01-20,San Jose,-7.9,-9.1,0.0,5.5,Cloudy
2023-01-21,New York,-9.1,-13.1,0.0,12.9,Sunny
2023-01-21,Los Angeles,19.0,-3.5,35.2,2.6,Windy
2023-01-21,Chicago,23.9,-0.4,75.4,47.8,Windy
2023-01-21,Houston,19.8,-8.9,17.3,30.1,Sunny
2023-01-21,Phoenix,6.5,-7.0,0.0,53.4,Sunny
2023-01-21,Philadelphia,1.3,-7.8,0.0,34.2,Cloudy
2023-01-21,San Antonio,23.1,5.8,37.9,56.7,Sunny
2023-01-21,San Diego,21.2,19.8,65.1,59.1,Sunny
2023-01-21,Dallas,41.4,-12.1,0.0,7.8,Snowy
2023-01-21,San Jose,43.1,-12.7,0.0,31.7,Cloudy
2023-01-22,New York,43.3,13.3,0.0,55.4,Sunny
2023-01-22,Los Angeles,7.5,2.2,0.0,58.1,Snowy
2023-01-22,Chicago,6.6,5.1,12.8,3.5,Snowy
2023-01-22,Houston,38.6,1.8,0.0,35.6,Cloudy
2023-01-22,Phoenix,15.5,15.2,0.0,19.9,Sunny
2023-01-22,Philadelphia,27.7,26.9,76.7,42.9,Sunny
2023-01-22,San Antonio,22.6,21.3,0.0,51.8,Rainy
2023-01-22,San Diego,30.4,9.8,0.0,16.3,Rainy
2023-01-22,Dallas,3.1,3.1,0.0,36.9,Snowy
2023-01-22,San Jose,16.5,-1.2,0.0,31.7,Cloudy
2023-01-23,New York,38.1,32.8,0.0,43.3,Snowy
2023-01-23,Los Angeles,-8.0,-11.1,0.0,38.1,Rainy
2023-01-23,Chicago,31.9,-13.0,51.8,8.0,Snowy
2023-01-23,Houston,-4.7,-13.3,0.0,57.2,Rainy
2023-01-23,Phoenix,-1.5,-9.1,0.0,38.0,Windy
2023-01-23,Philadelphia,8.9,6.7,0.0,49.1,Windy
2023-01-23,San Antonio,13.9,5.3,58.6,9.2,Snowy
2023-01-23,San Diego,6.3,3.7,0.0,0.9,Rainy
2023-01-23,Dallas,-6.3,-7.3,57.2,36.2,Windy
2023-01-23,San Jose,18.5,-14.5,98.0,9.0,Snowy
2023-01-24,New York,16.4,14.5,9.9,16.5,Sunny
2023-01-24,Los Angeles,44.2,40.3,0.0,23.7,Cloudy
2023-01-24,Chicago,-5.6,-10.4,0.0,45.4,Windy
2023-01-24,Houston,40.9,-3.3,0.0,13.0,Cloudy
2023-01-24,Phoenix,38.9,22.8,25.6,33.3,Sunny
2023-01-24,Philadelphia,37.1,-11.3,31.4,1.4,Sunny
2023-01-24,San Antonio,23.0,-8.7,56.5,26.4,Cloudy
2023-01-24,San Diego,1.4,-4.3,0.0,20.3,Rainy
2023-01-24,Dallas,0.4,-5.0,0.0,54.0,Snowy
2023-01-24,San Jose,39.5,19.5,0.0,59.3,Rainy
2023-01-25,New York,21.4,4.7,15.7,14.9,Windy
2023-01-25,Los Angeles,7.4,3.6,0.0,27.0,Rainy
2023-01-25,Chicago,22.2,8.7,0.0,39.4,Cloudy
2023-01-25,Houston,13.2,10.2,0.0,45.9,Snowy
2023-01-25,Phoenix,8.1,-11.1,0.0,13.6,Rainy
2023-01-25,Philadelphia,12.9,8.5,0.0,37.0,Snowy
2023-01-25,San Antonio,11.0,-3.3,49.0,33.2,Snowy
2023-01-25,San Diego,30.8,9.3,0.0,46.3,Sunny
2023-01-25,Dallas,8.4,-0.4,38.2,10.5,Sunny
2023-01-25,San Jose,37.5,-4.4,0.0,57.3,Cloudy
2023-01-26,New York,17.6,-8.8,18.3,0.5,Rainy
2023-01-26,Los Angeles,36.9,25.3,0.0,28.4,Cloudy
2023-01-26,Chicago,9.4,-1.5,0.0,43.8,Cloudy
2023-01-26,Houston,44.9,-8.5,52.2,6.9,Rainy
2023-01-26,Phoenix,25.0,-12.7,0.0,45.7,Cloudy
2023-01-26,Philadelphia,39.5,38.2,0.0,51.7,Snowy
2023-01-26,San Antonio,13.6,11.7,0.0,36.2,Rainy
2023-01-26,San Diego,27.5,23.8,0.0,45.0,Sunny
2023-01-26,Dallas,-2.0,-3.1,0.0,54.4,Sunny
2023-01-26,San Jose,-8.0,-8.3,0.0,13.7,Sunny
2023-01-27,New York,6.6,-11.3,0.0,53.3,Snowy
2023-01-27,Los Angeles,-2.6,-14.5,0.0,39.9,Windy
2023-01-27,Chicago,10.5,-9.6,24.6,44.7,Rainy
2023-01-27,Houston,22.2,-11.9,0.0,55.2,Cloudy
2023-01-27,Phoenix,39.7,0.9,0.0,13.8,Sunny
2023-01-27,Philadelphia,13.1,8.9,0.0,15.4,Windy
2023-01-27,San Antonio,-2.4,-7.0,0.0,6.7,Cloudy
2023-01-27,San Diego,11.5,11.1,99.6,27.2,Sunny
2023-01-27,Dallas,-5.7,-9.3,0.0,31.5,Cloudy
2023-01-27,San Jose,41.8,12.7,0.0,24.9,Rainy
2023-01-28,New York,13.5,-13.8,0.0,32.2,Snowy
2023-01-28,Los Angeles,-7.6,-7.6,0.0,42.8,Windy
2023-01-28,Chicago,25.8,4.6,0.0,38.5,Windy
2023-01-28,Houston,13.1,-12.7,0.0,31.8,Snowy
2023-01-28,Phoenix,3.2,-2.6,0.0,43.7,Windy
2023-01-28,Philadelphia,7.0,2.2,0.0,10.4,Snowy
2023-01-28,San Antonio,22.0,-14.4,5.8,47.8,Snowy
2023-01-28,San Diego,20.0,19.8,56.4,0.6,Windy
2023-01-28,Dallas,42.7,31.1,0.0,16.9,Windy
2023-01-28,San Jose,19.5,-12.6,63.3,46.2,Snowy
2023-01-29,New York,32.4,-9.2,0.0,21.4,Rainy
2023-01-29,Los Angeles,11.2,3.6,0.0,19.0,Cloudy
2023-01-29,Chicago,34.5,6.2,0.0,51.7,Windy
2023-01-29,Houston,43.4,-8.1,67.5,30.3,Snowy
2023-01-29,Phoenix,29.7,8.4,0.0,7.5,Sunny
2023-01-29,Philadelphia,14.2,13.6,0.0,31.7,Windy
2023-01-29,San Antonio,3.4,-7.5,0.0,43.6,Snowy
2023-01-29,San Diego,-6.3,-7.9,0.0,23.6,Cloudy
2023-01-29,Dallas,31.8,17.2,0.0,14.8,Rainy
2023-01-29,San Jose,19.0,0.8,74.1,10.1,Rainy
2023-01-30,New York,17.5,15.2,87.1,54.5,Rainy
2023-01-30,Los Angeles,28.2,6.2,0.0,21.0,Snowy
2023-01-30,Chicago,-4.4,-11.0,0.0,12.8,Sunny
2023-01-30,Houston,41.2,-11.2,0.0,19.7,Sunny
2023-01-30,Phoenix,42.0,0.9,92.4,47.7,Rainy
2023-01-30,Philadelphia,18.0,11.1,43.1,55.3,Sunny
2023-01-30,San Antonio,36.3,8.7,0.0,50.7,Cloudy
2023-01-30,San Diego,10.0,-11.0,0.0,59.5,Cloudy
2023-01-30,Dallas,-9.8,-14.7,0.0,40.1,Sunny
2023-01-30,San Jose,19.5,-1.5,62.4,8.6,Rainy
2023-01-31,New York,11.0,8.8,0.0,28.5,Rainy
2023-01-31,Los Angeles,14.6,-8.9,0.0,41.9,Sunny
2023-01-31,Chicago,12.7,-1.4,95.1,5.4,Windy
2023-01-31,Houston,43.2,20.9,0.0,56.2,Sunny
2023-01-31,Phoenix,-3.8,-4.4,33.6,4.2,Rainy
2023-01-31,Philadelphia,3.7,-9.3,0.0,37.1,Windy
2023-01-31,San Antonio,41.0,9.9,0.0,19.0,Windy
2023-01-31,San Diego,-7.1,-8.6,0.0,6.6,Windy
2023-01-31,Dallas,35.6,1.5,0.0,25.0,Sunny
2023-01-31,San Jose,21.3,13.8,0.0,9.8,Snowy
2023-02-01,New York,15.4,0.5,0.0,15.2,Rainy
2023-02-01,Los Angeles,16.1,0.1,0.0,48.6,Rainy
2023-02-01,Chicago,-7.1,-10.1,0.0,1.6,Rainy
2023-02-01,Houston,17.0,-7.8,0.0,39.9,Sunny
2023-02-01,Phoenix,22.6,13.6,0.0,19.7,Sunny
2023-02-01,Philadelphia,38.0,-15.0,0.0,39.0,Sunny
2023-02-01,San Antonio,36.9,-12.2,0.0,3.1,Sunny
2023-02-01,San Diego,26.5,2.8,58.0,30.2,Snowy
2023-02-01,Dallas,35.4,7.9,72.2,39.8,Cloudy
2023-02-01,San Jose,29.9,7.1,0.0,0.1,Sunny
2023-02-02,New York,-1.3,-9.3,0.0,52.9,Sunny
2023-02-02,Los Angeles,29.8,5.0,0.0,24.9,Sunny
2023-02-02,Chicago,18.6,11.5,0.0,48.3,Windy
2023-02-02,Houston,-1.2,-8.9,0.0,46.4,Cloudy
2023-02-02,Phoenix,16.0,-0.8,18.2,34.6,Sunny
2023-02-02,Philadelphia,-6.2,-6.3,25.6,18.8,Cloudy
2023-02-02,San Antonio,30.1,-8.3,0.0,31.3,Windy
2023-02-02,San Diego,30.6,19.0,0.0,26.9,Rainy
2023-02-02,Dallas,14.5,-6.3,91.9,49.9,Cloudy
2023-02-02,San Jose,42.0,-8.7,0.0,35.0,Snowy
2023-02-03,New York,42.4,18.8,0.0,34.5,Windy
2023-02-03,Los Angeles,16.5,-13.3,15.0,28.5,Rainy
2023-02-03,Chicago,39.1,38.4,0.0,4.5,Windy
2023-02-03,Houston,-3.8,-13.2,0.0,46.0,Rainy
2023-02-03,Phoenix,9.1,-8.3,0.0,27.6,Rainy
2023-02-03,Philadelphia,-8.0,-9.1,0.0,22.1,Windy
2023-02-03,San Antonio,-9.6,-12.9,15.2,0.2,Rainy
2023-02-03,San Diego,37.9,0.6,0.0,20.9,Sunny
2023-02-03,Dallas,5.2,-6.6,49.5,34.6,Rainy
2023-02-03,San Jose,42.3,11.4,0.0,12.6,Snowy
2023-02-04,New York,2.8,-2.2,25.7,56.8,Cloudy
2023-02-04,Los Angeles,9.2,0.7,12.7,45.7,Windy
2023-02-04,Chicago,-8.1,-13.7,44.7,12.9,Windy
2023-02-04,Houston,23.3,21.1,32.5,17.8,Rainy
2023-02-04,Phoenix,2.0,-3.4,97.3,29.3,Cloudy
2023-02-04,Philadelphia,6.4,5.7,25.1,30.1,Sunny
2023-02-04,San Antonio,6.6,-12.0,0.0,59.6,Snowy
2023-02-04,San Diego,5.0,3.6,0.0,20.2,Windy
2023-02-04,Dallas,-9.6,-12.8,64.7,5.3,Sunny
2023-02-04,San Jose,-8.7,-14.2,0.0,54.0,Snowy
2023-02-05,New York,14.6,4.0,48.5,15.7,Windy
2023-02-05,Los Angeles,-9.8,-13.1,51.7,13.1,Cloudy
2023-02-05,Chicago,41.3,12.6,0.0,10.3,Windy
2023-02-05,Houston,28.9,-5.5,0.0,25.4,Rainy
2023-02-05,Phoenix,34.6,-5.8,68.1,0.9,Windy
2023-02-05,Philadelphia,7.8,-10.2,0.0,48.7,Cloudy
2023-02-05,San Antonio,36.5,2.1,0.4,0.8,Rainy
2023-02-05,San Diego,-3.8,-5.8,0.0,58.5,Rainy
2023-02-05,Dallas,14.6,6.5,0.0,14.2,Rainy
2023-02-05,San Jose,22.1,11.7,0.0,53.1,Rainy
2023-02-06,New York,34.0,-14.9,0.0,14.1,Snowy
2023-02-06,Los Angeles,34.0,3.6,0.0,20.2,Rainy
2023-02-06,Chicago,-9.5,-14.8,0.0,16.1,Sunny
2023-02-06,Houston,-1.2,-2.0,35.0,2.4,Cloudy
2023-02-06,Phoenix,31.6,0.6,0.0,34.6,Windy
2023-02-06,Philadelphia,-0.4,-7.1,19.3,21.8,Snowy
2023-02-06,San Antonio,18.0,12.9,0.0,47.1,Snowy
2023-02-06,San Diego,24.9,13.1,0.0,26.7,Rainy
2023-02-06,Dallas,-9.9,-14.3,31.9,28.7,Windy
2023-02-06,San Jose,-9.8,-9.9,18.7,35.3,Sunny
2023-02-07,New York,-5.6,-9.1,11.8,18.6,Snowy
2023-02-07,Los Angeles,12.5,-2.1,45.1,8.7,Sunny
2023-02-07,Chicago,-9.6,-11.5,4.8,35.8,Snowy
2023-02-07,Houston,-1.5,-10.8,0.0,17.2,Cloudy
2023-02-07,Phoenix,0.8,-0.0,0.0,14.5,Cloudy
2023-02-07,Philadelphia,10.1,6.0,0.0,32.1,Snowy
2023-02-07,San Antonio,11.6,4.4,73.6,9.1,Windy
2023-02-07,San Diego,33.9,16.7,0.0,29.8,Snowy
2023-02-07,Dallas,30.7,10.9,0.0,27.7,Windy
2023-02-07,San Jose,-9.6,-12.8,0.0,37.6,Sunny
2023-02-08,New York,-6.4,-14.8,0.0,21.7,Sunny
2023-02-08,Los Angeles,40.4,40.4,0.0,2.4,Snowy
2023-02-08,Chicago,26.1,21.8,0.0,0.5,Snowy
2023-02-08,Houston,-4.9,-13.1,0.0,6.6,Rainy
2023-02-08,Phoenix,3.5,-11.4,0.0,18.0,Snowy
2023-02-08,Philadelphia,-1.4,-14.8,4.0,20.1,Windy
2023-02-08,San Antonio,4.7,-1.5,72.6,52.2,Rainy
2023-02-08,San Diego,27.5,10.5,97.4,15.7,Rainy
2023-02-08,Dallas,4.4,0.6,0.0,37.7,Rainy
2023-02-08,San Jose,8.4,6.5,0.0,57.1,Cloudy
2023-02-09,New York,44.4,20.9,0.0,23.8,Windy
2023-02-09,Los Angeles,2.2,-1.3,15.6,55.6,Snowy
2023-02-09,Chicago,37.4,-4.1,0.0,22.3,Snowy
2023-02-09,Houston,9.8,-9.7,68.9,35.9,Windy
2023-02-09,Phoenix,20.9,6.6,0.0,31.1,Cloudy
2023-02-09,Philadelphia,9.4,-5.6,0.0,48.2,Rainy
2023-02-09,San Antonio,31.9,24.9,0.0,37.3,Windy
2023-02-09,San Diego,-2.5,-5.7,0.0,52.4,Cloudy
2023-02-09,Dallas,11.6,10.9,0.0,22.2,Snowy
2023-02-09,San Jose,16.6,16.2,0.0,4.2,Snowy
2023-02-10,New York,27.9,7.6,0.0,30.0,Sunny
2023-02-10,Los Angeles,44.2,14.6,10.9,7.4,Snowy
2023-02-10,Chicago,-1.7,-4.8,7.2,1.1,Windy
2023-02-10,Houston,34.7,19.1,0.0,39.9,Snowy
2023-02-10,Phoenix,8.8,0.8,88.2,17.9,Windy
2023-02-10,Philadelphia,0.5,-14.4,0.0,22.2,Rainy
2023-02-10,San Antonio,36.8,14.8,0.0,15.3,Cloudy
2023-02-10,San Diego,3.4,-10.5,0.0,32.3,Cloudy
2023-02-10,Dallas,-1.5,-11.7,47.3,47.8,Snowy
